

----------------------------------------------------------------------------------------------------------------

            Corona Virus Statistical Analysis Death Data 
            Coded : J. M. Nichols 31/3/2020
            Version : 1.1.1.1
            Date of Analysis d/m/year  :: 20/ 4/2020
            Time of Analysis           :: 13:37: 1
            UTC Difference  (hours)    ::  5   BEHIND GMT

----------------------------------------------------------------------------------------------------------------

         Notes:

         1.     File source :: https://www.ecdc.europa.eu/en/geographical-distribution-2019-ncov-cases 
         2.     Source organization :: European Centre for Disease Prevention and Control 
         3.     Country Code is assigned by the program based on numerical order in original file. 
         4.     Statistical Codes are used for the Regression Analysis and the FFT Analysis.
         5.     Record date is based on European Base Time for European Union.
         6.     Line data format is a code based on the actual number formats.
         7.     infection Count for each day.


---------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                             
 | Country |    Statistical   |  Line    |       Record Date        |    Line     |  Infection  |   Death  | GEOD |                   Country                 |   Name  |
 | Code    |  Code 1  Code 2  |  Number  |  Day     Month    Year   | Data Format |   Count     |   Count  |  ID  |                    Name                   |  Length |
 |   88    |    59      60    |     3176 |   22      1       2020   |       35    |        0    |      0   |  ID  |            Indonesia                      |    9    |
 |   88    |    60      61    |     3177 |   21      1       2020   |       35    |        0    |      0   |  ID  |            Indonesia                      |    9    |
 |   88    |    61      62    |     3178 |   20      1       2020   |       35    |        0    |      0   |  ID  |            Indonesia                      |    9    |
 |   88    |    62      63    |     3179 |   19      1       2020   |       35    |        0    |      0   |  ID  |            Indonesia                      |    9    |
 |   88    |    63      64    |     3180 |   18      1       2020   |       35    |        0    |      0   |  ID  |            Indonesia                      |    9    |
 |   88    |    64      65    |     3181 |   17      1       2020   |       35    |        0    |      0   |  ID  |            Indonesia                      |    9    |
 |   88    |    65      66    |     3182 |   16      1       2020   |       35    |        0    |      0   |  ID  |            Indonesia                      |    9    |
 |   88    |    66      67    |     3183 |   15      1       2020   |       35    |        0    |      0   |  ID  |            Indonesia                      |    9    |
 |   88    |    67      68    |     3184 |   14      1       2020   |       35    |        0    |      0   |  ID  |            Indonesia                      |    9    |
 |   88    |    68      69    |     3185 |   13      1       2020   |       35    |        0    |      0   |  ID  |            Indonesia                      |    9    |
 |   88    |    69      70    |     3186 |   12      1       2020   |       35    |        0    |      0   |  ID  |            Indonesia                      |    9    |
 |   88    |    70      71    |     3187 |   11      1       2020   |       35    |        0    |      0   |  ID  |            Indonesia                      |    9    |
 |   88    |    71      72    |     3188 |   10      1       2020   |       35    |        0    |      0   |  ID  |            Indonesia                      |    9    |
 |   88    |    72      73    |     3189 |    9      1       2020   |       34    |        0    |      0   |  ID  |            Indonesia                      |    9    |
 |   88    |    73      74    |     3190 |    8      1       2020   |       34    |        0    |      0   |  ID  |            Indonesia                      |    9    |
 |   88    |    74      75    |     3191 |    7      1       2020   |       34    |        0    |      0   |  ID  |            Indonesia                      |    9    |
 |   88    |    75      76    |     3192 |    6      1       2020   |       34    |        0    |      0   |  ID  |            Indonesia                      |    9    |
 |   88    |    76      77    |     3193 |    5      1       2020   |       34    |        0    |      0   |  ID  |            Indonesia                      |    9    |
 |   88    |    77      78    |     3194 |    4      1       2020   |       34    |        0    |      0   |  ID  |            Indonesia                      |    9    |
 |   88    |    78      79    |     3195 |    3      1       2020   |       34    |        0    |      0   |  ID  |            Indonesia                      |    9    |
 |   88    |    79      80    |     3196 |    2      1       2020   |       34    |        0    |      0   |  ID  |            Indonesia                      |    9    |
 |   88    |    80      81    |     3197 |    1      1       2020   |       34    |        0    |      0   |  ID  |            Indonesia                      |    9    |
 |   88    |    81      82    |     3198 |   31     12       2019   |       36    |        0    |      0   |  ID  |            Indonesia                      |    9    |
 |   89    |     0       1    |     3199 |   28      3       2020   |       35    |     2926    |    144   |  IR  |                 Iran                      |    4    |
 |   89    |     1       2    |     3200 |   27      3       2020   |       35    |     2389    |    157   |  IR  |                 Iran                      |    4    |
 |   89    |     2       3    |     3201 |   26      3       2020   |       35    |     2206    |    143   |  IR  |                 Iran                      |    4    |
 |   89    |     3       4    |     3202 |   25      3       2020   |       35    |     1762    |    122   |  IR  |                 Iran                      |    4    |
 |   89    |     4       5    |     3203 |   24      3       2020   |       35    |     1411    |    127   |  IR  |                 Iran                      |    4    |
 |   89    |     5       6    |     3204 |   23      3       2020   |       35    |     1028    |    129   |  IR  |                 Iran                      |    4    |
 |   89    |     6       7    |     3205 |   22      3       2020   |       34    |      966    |    123   |  IR  |                 Iran                      |    4    |
 |   89    |     7       8    |     3206 |   21      3       2020   |       35    |     1237    |    149   |  IR  |                 Iran                      |    4    |
 |   89    |     8       9    |     3207 |   20      3       2020   |       35    |     1046    |    149   |  IR  |                 Iran                      |    4    |
 |   89    |     9      10    |     3208 |   19      3       2020   |       35    |     1192    |    147   |  IR  |                 Iran                      |    4    |
 |   89    |    10      11    |     3209 |   18      3       2020   |       35    |     1178    |    135   |  IR  |                 Iran                      |    4    |
 |   89    |    11      12    |     3210 |   17      3       2020   |       35    |     1053    |    129   |  IR  |                 Iran                      |    4    |
 |   89    |    12      13    |     3211 |   16      3       2020   |       35    |     1209    |    113   |  IR  |                 Iran                      |    4    |
 |   89    |    13      14    |     3212 |   15      3       2020   |       34    |     1365    |     97   |  IR  |                 Iran                      |    4    |
 |   89    |    14      15    |     3213 |   14      3       2020   |       34    |     1289    |     85   |  IR  |                 Iran                      |    4    |
 |   89    |    15      16    |     3214 |   13      3       2020   |       34    |     1075    |     75   |  IR  |                 Iran                      |    4    |
 |   89    |    16      17    |     3215 |   12      3       2020   |       33    |      958    |     63   |  IR  |                 Iran                      |    4    |
 |   89    |    17      18    |     3216 |   11      3       2020   |       33    |      881    |     54   |  IR  |                 Iran                      |    4    |
 |   89    |    18      19    |     3217 |   10      3       2020   |       33    |      595    |     43   |  IR  |                 Iran                      |    4    |
 |   89    |    19      20    |     3218 |    9      3       2020   |       32    |      743    |     49   |  IR  |                 Iran                      |    4    |
 |   89    |    20      21    |     3219 |    8      3       2020   |       33    |     1076    |     21   |  IR  |                 Iran                      |    4    |
 |   89    |    21      22    |     3220 |    7      3       2020   |       33    |     1234    |     17   |  IR  |                 Iran                      |    4    |
 |   89    |    22      23    |     3221 |    6      3       2020   |       32    |      591    |     15   |  IR  |                 Iran                      |    4    |
 |   89    |    23      24    |     3222 |    5      3       2020   |       32    |      586    |     15   |  IR  |                 Iran                      |    4    |
 |   89    |    24      25    |     3223 |    4      3       2020   |       32    |      835    |     11   |  IR  |                 Iran                      |    4    |
 |   89    |    25      26    |     3224 |    3      3       2020   |       32    |      523    |     12   |  IR  |                 Iran                      |    4    |
 |   89    |    26      27    |     3225 |    2      3       2020   |       32    |      385    |     11   |  IR  |                 Iran                      |    4    |
 |   89    |    27      28    |     3226 |    1      3       2020   |       31    |      205    |      9   |  IR  |                 Iran                      |    4    |
 |   89    |    28      29    |     3227 |   29      2       2020   |       32    |      143    |      8   |  IR  |                 Iran                      |    4    |
 |   89    |    29      30    |     3228 |   28      2       2020   |       32    |      106    |      7   |  IR  |                 Iran                      |    4    |
 |   89    |    30      31    |     3229 |   27      2       2020   |       31    |       44    |      4   |  IR  |                 Iran                      |    4    |
 |   89    |    31      32    |     3230 |   26      2       2020   |       31    |       34    |      3   |  IR  |                 Iran                      |    4    |
 |   89    |    32      33    |     3231 |   25      2       2020   |       31    |       18    |      4   |  IR  |                 Iran                      |    4    |
 |   89    |    33      34    |     3232 |   24      2       2020   |       31    |       15    |      3   |  IR  |                 Iran                      |    4    |
 |   89    |    34      35    |     3233 |   23      2       2020   |       31    |       10    |      1   |  IR  |                 Iran                      |    4    |
 |   89    |    35      36    |     3234 |   22      2       2020   |       31    |       13    |      2   |  IR  |                 Iran                      |    4    |
 |   89    |    36      37    |     3235 |   21      2       2020   |       30    |        3    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    37      38    |     3236 |   20      2       2020   |       30    |        2    |      2   |  IR  |                 Iran                      |    4    |
 |   89    |    38      39    |     3237 |   19      2       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    39      40    |     3238 |   18      2       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    40      41    |     3239 |   17      2       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    41      42    |     3240 |   16      2       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    42      43    |     3241 |   15      2       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    43      44    |     3242 |   14      2       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    44      45    |     3243 |   13      2       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    45      46    |     3244 |   12      2       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    46      47    |     3245 |   11      2       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    47      48    |     3246 |   10      2       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    48      49    |     3247 |    9      2       2020   |       29    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    49      50    |     3248 |    8      2       2020   |       29    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    50      51    |     3249 |    7      2       2020   |       29    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    51      52    |     3250 |    6      2       2020   |       29    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    52      53    |     3251 |    5      2       2020   |       29    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    53      54    |     3252 |    4      2       2020   |       29    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    54      55    |     3253 |    3      2       2020   |       29    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    55      56    |     3254 |    2      2       2020   |       29    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    56      57    |     3255 |    1      2       2020   |       29    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    57      58    |     3256 |   31      1       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    58      59    |     3257 |   30      1       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    59      60    |     3258 |   29      1       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    60      61    |     3259 |   28      1       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    61      62    |     3260 |   27      1       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    62      63    |     3261 |   26      1       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    63      64    |     3262 |   25      1       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    64      65    |     3263 |   24      1       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    65      66    |     3264 |   23      1       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    66      67    |     3265 |   22      1       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    67      68    |     3266 |   21      1       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    68      69    |     3267 |   20      1       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    69      70    |     3268 |   19      1       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    70      71    |     3269 |   18      1       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    71      72    |     3270 |   17      1       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    72      73    |     3271 |   16      1       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    73      74    |     3272 |   15      1       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    74      75    |     3273 |   14      1       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    75      76    |     3274 |   13      1       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    76      77    |     3275 |   12      1       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    77      78    |     3276 |   11      1       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    78      79    |     3277 |   10      1       2020   |       30    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    79      80    |     3278 |    9      1       2020   |       29    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    80      81    |     3279 |    8      1       2020   |       29    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    81      82    |     3280 |    7      1       2020   |       29    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    82      83    |     3281 |    6      1       2020   |       29    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    83      84    |     3282 |    5      1       2020   |       29    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    84      85    |     3283 |    4      1       2020   |       29    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    85      86    |     3284 |    3      1       2020   |       29    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    86      87    |     3285 |    2      1       2020   |       29    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    87      88    |     3286 |    1      1       2020   |       29    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   89    |    88      89    |     3287 |   31     12       2019   |       31    |        0    |      0   |  IR  |                 Iran                      |    4    |
 |   90    |     0       1    |     3288 |   28      3       2020   |       31    |       76    |      4   |  IQ  |                 Iraq                      |    4    |
 |   90    |     1       2    |     3289 |   27      3       2020   |       31    |       36    |      7   |  IQ  |                 Iraq                      |    4    |
 |   90    |     2       3    |     3290 |   26      3       2020   |       31    |       30    |      2   |  IQ  |                 Iraq                      |    4    |
 |   90    |     3       4    |     3291 |   25      3       2020   |       31    |       50    |      4   |  IQ  |                 Iraq                      |    4    |
 |   90    |     4       5    |     3292 |   24      3       2020   |       31    |       33    |      3   |  IQ  |                 Iraq                      |    4    |
 |   90    |     5       6    |     3293 |   23      3       2020   |       31    |       19    |      3   |  IQ  |                 Iraq                      |    4    |
 |   90    |     6       7    |     3294 |   22      3       2020   |       31    |       21    |      3   |  IQ  |                 Iraq                      |    4    |
 |   90    |     7       8    |     3295 |   21      3       2020   |       31    |       16    |      2   |  IQ  |                 Iraq                      |    4    |
 |   90    |     8       9    |     3296 |   20      3       2020   |       31    |       13    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |     9      10    |     3297 |   19      3       2020   |       31    |       10    |      1   |  IQ  |                 Iraq                      |    4    |
 |   90    |    10      11    |     3298 |   18      3       2020   |       31    |       30    |      2   |  IQ  |                 Iraq                      |    4    |
 |   90    |    11      12    |     3299 |   17      3       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    12      13    |     3300 |   16      3       2020   |       31    |       39    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    13      14    |     3301 |   15      3       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    14      15    |     3302 |   14      3       2020   |       31    |       11    |      1   |  IQ  |                 Iraq                      |    4    |
 |   90    |    15      16    |     3303 |   13      3       2020   |       30    |        4    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    16      17    |     3304 |   12      3       2020   |       30    |        9    |      2   |  IQ  |                 Iraq                      |    4    |
 |   90    |    17      18    |     3305 |   11      3       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    18      19    |     3306 |    9      3       2020   |       29    |        7    |      4   |  IQ  |                 Iraq                      |    4    |
 |   90    |    19      20    |     3307 |    8      3       2020   |       30    |       16    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    20      21    |     3308 |    6      3       2020   |       29    |        7    |      2   |  IQ  |                 Iraq                      |    4    |
 |   90    |    21      22    |     3309 |    5      3       2020   |       29    |        5    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    22      23    |     3310 |    4      3       2020   |       29    |        5    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    23      24    |     3311 |    3      3       2020   |       29    |        2    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    24      25    |     3312 |    2      3       2020   |       29    |        6    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    25      26    |     3313 |    1      3       2020   |       29    |        6    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    26      27    |     3314 |   29      2       2020   |       30    |        1    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    27      28    |     3315 |   28      2       2020   |       30    |        1    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    28      29    |     3316 |   27      2       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    29      30    |     3317 |   26      2       2020   |       30    |        4    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    30      31    |     3318 |   25      2       2020   |       30    |        1    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    31      32    |     3319 |   24      2       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    32      33    |     3320 |   23      2       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    33      34    |     3321 |   22      2       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    34      35    |     3322 |   21      2       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    35      36    |     3323 |   20      2       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    36      37    |     3324 |   19      2       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    37      38    |     3325 |   18      2       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    38      39    |     3326 |   17      2       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    39      40    |     3327 |   16      2       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    40      41    |     3328 |   15      2       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    41      42    |     3329 |   14      2       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    42      43    |     3330 |   13      2       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    43      44    |     3331 |   12      2       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    44      45    |     3332 |   11      2       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    45      46    |     3333 |   10      2       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    46      47    |     3334 |    9      2       2020   |       29    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    47      48    |     3335 |    8      2       2020   |       29    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    48      49    |     3336 |    7      2       2020   |       29    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    49      50    |     3337 |    6      2       2020   |       29    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    50      51    |     3338 |    5      2       2020   |       29    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    51      52    |     3339 |    4      2       2020   |       29    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    52      53    |     3340 |    3      2       2020   |       29    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    53      54    |     3341 |    2      2       2020   |       29    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    54      55    |     3342 |    1      2       2020   |       29    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    55      56    |     3343 |   31      1       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    56      57    |     3344 |   30      1       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    57      58    |     3345 |   29      1       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    58      59    |     3346 |   28      1       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    59      60    |     3347 |   27      1       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    60      61    |     3348 |   26      1       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    61      62    |     3349 |   25      1       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    62      63    |     3350 |   24      1       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    63      64    |     3351 |   23      1       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    64      65    |     3352 |   22      1       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    65      66    |     3353 |   21      1       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    66      67    |     3354 |   20      1       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    67      68    |     3355 |   19      1       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    68      69    |     3356 |   18      1       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    69      70    |     3357 |   17      1       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    70      71    |     3358 |   16      1       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    71      72    |     3359 |   15      1       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    72      73    |     3360 |   14      1       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    73      74    |     3361 |   13      1       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    74      75    |     3362 |   12      1       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    75      76    |     3363 |   11      1       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    76      77    |     3364 |   10      1       2020   |       30    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    77      78    |     3365 |    9      1       2020   |       29    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    78      79    |     3366 |    8      1       2020   |       29    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    79      80    |     3367 |    7      1       2020   |       29    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    80      81    |     3368 |    6      1       2020   |       29    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    81      82    |     3369 |    5      1       2020   |       29    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    82      83    |     3370 |    4      1       2020   |       29    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    83      84    |     3371 |    3      1       2020   |       29    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    84      85    |     3372 |    2      1       2020   |       29    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    85      86    |     3373 |    1      1       2020   |       29    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   90    |    86      87    |     3374 |   31     12       2019   |       31    |        0    |      0   |  IQ  |                 Iraq                      |    4    |
 |   91    |     0       1    |     3375 |   28      3       2020   |       35    |      302    |      3   |  IE  |              Ireland                      |    7    |
 |   91    |     1       2    |     3376 |   27      3       2020   |       36    |      255    |     10   |  IE  |              Ireland                      |    7    |
 |   91    |     2       3    |     3377 |   26      3       2020   |       35    |      235    |      2   |  IE  |              Ireland                      |    7    |
 |   91    |     3       4    |     3378 |   25      3       2020   |       35    |      204    |      1   |  IE  |              Ireland                      |    7    |
 |   91    |     4       5    |     3379 |   24      3       2020   |       35    |      219    |      2   |  IE  |              Ireland                      |    7    |
 |   91    |     5       6    |     3380 |   23      3       2020   |       35    |      121    |      1   |  IE  |              Ireland                      |    7    |
 |   91    |     6       7    |     3381 |   22      3       2020   |       35    |      102    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |     7       8    |     3382 |   21      3       2020   |       35    |      126    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |     8       9    |     3383 |   20      3       2020   |       35    |      191    |      1   |  IE  |              Ireland                      |    7    |
 |   91    |     9      10    |     3384 |   19      3       2020   |       34    |       74    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    10      11    |     3385 |   18      3       2020   |       34    |       69    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    11      12    |     3386 |   17      3       2020   |       34    |       54    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    12      13    |     3387 |   16      3       2020   |       34    |       40    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    13      14    |     3388 |   15      3       2020   |       34    |       38    |      1   |  IE  |              Ireland                      |    7    |
 |   91    |    14      15    |     3389 |   14      3       2020   |       34    |       21    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    15      16    |     3390 |   13      3       2020   |       34    |       27    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    16      17    |     3391 |   12      3       2020   |       33    |        8    |      1   |  IE  |              Ireland                      |    7    |
 |   91    |    17      18    |     3392 |   11      3       2020   |       34    |       14    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    18      19    |     3393 |    9      3       2020   |       32    |        2    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    19      20    |     3394 |    8      3       2020   |       32    |        1    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    20      21    |     3395 |    7      3       2020   |       32    |        5    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    21      22    |     3396 |    6      3       2020   |       32    |        7    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    22      23    |     3397 |    5      3       2020   |       32    |        4    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    23      24    |     3398 |    4      3       2020   |       32    |        1    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    24      25    |     3399 |    2      3       2020   |       32    |        0    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    25      26    |     3400 |    1      3       2020   |       32    |        1    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    26      27    |     3401 |   29      2       2020   |       33    |        0    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    27      28    |     3402 |   28      2       2020   |       33    |        0    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    28      29    |     3403 |   27      2       2020   |       33    |        0    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    29      30    |     3404 |   26      2       2020   |       33    |        0    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    30      31    |     3405 |   25      2       2020   |       33    |        0    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    31      32    |     3406 |   24      2       2020   |       33    |        0    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    32      33    |     3407 |   23      2       2020   |       33    |        0    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    33      34    |     3408 |   22      2       2020   |       33    |        0    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    34      35    |     3409 |   21      2       2020   |       33    |        0    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    35      36    |     3410 |   20      2       2020   |       33    |        0    |      0   |  IE  |              Ireland                      |    7    |
 |   91    |    36      37    |     3411 |   19      2       2020   |       33    |        0    |      0   |  IE  |              Ireland                      |    7    |
