date,state,fips,cases,deaths
23/03/2020,Tennessee,47,522,2
22/03/2020,Tennessee,47,424,2
21/03/2020,Tennessee,47,312,2
20/03/2020,Tennessee,47,237,0
19/03/2020,Tennessee,47,155,0
18/03/2020,Tennessee,47,98,0
17/03/2020,Tennessee,47,73,0
16/03/2020,Tennessee,47,52,0
15/03/2020,Tennessee,47,39,0
14/03/2020,Tennessee,47,32,0
13/03/2020,Tennessee,47,26,0
12/03/2020,Tennessee,47,18,0
11/03/2020,Tennessee,47,8,0
10/03/2020,Tennessee,47,7,0
9/03/2020,Tennessee,47,4,0
8/03/2020,Tennessee,47,3,0
7/03/2020,Tennessee,47,1,0
6/03/2020,Tennessee,47,1,0
5/03/2020,Tennessee,47,1,0
25/05/2020,Texas,48,56490,1536
24/05/2020,Texas,48,56050,1533
23/05/2020,Texas,48,55386,1522
22/05/2020,Texas,48,54369,1498
21/05/2020,Texas,48,53441,1480
20/05/2020,Texas,48,52183,1438
19/05/2020,Texas,48,51080,1405
18/05/2020,Texas,48,49788,1362
17/05/2020,Texas,48,48828,1356
16/05/2020,Texas,48,47866,1330
15/05/2020,Texas,48,46987,1300
14/05/2020,Texas,48,45169,1256
13/05/2020,Texas,48,43822,1205
12/05/2020,Texas,48,42348,1169
11/05/2020,Texas,48,40988,1137
10/05/2020,Texas,48,40037,1110
9/05/2020,Texas,48,38849,1086
8/05/2020,Texas,48,37943,1059
7/05/2020,Texas,48,36682,1016
6/05/2020,Texas,48,35441,985
5/05/2020,Texas,48,34286,955
4/05/2020,Texas,48,33134,914
3/05/2020,Texas,48,32299,890
2/05/2020,Texas,48,31433,875
1/05/2020,Texas,48,30342,853
30/04/2020,Texas,48,29072,828
29/04/2020,Texas,48,27839,776
28/04/2020,Texas,48,26868,738
27/04/2020,Texas,48,25963,699
26/04/2020,Texas,48,25209,676
25/04/2020,Texas,48,24494,662
24/04/2020,Texas,48,23650,625
23/04/2020,Texas,48,22706,601
22/04/2020,Texas,48,21769,571
21/04/2020,Texas,48,20949,552
20/04/2020,Texas,48,20035,523
19/04/2020,Texas,48,19441,503
18/04/2020,Texas,48,18927,487
17/04/2020,Texas,48,18131,461
16/04/2020,Texas,48,16928,428
15/04/2020,Texas,48,16106,395
14/04/2020,Texas,48,15303,365
13/04/2020,Texas,48,14487,320
12/04/2020,Texas,48,13776,288
11/04/2020,Texas,48,13208,265
10/04/2020,Texas,48,12290,246
9/04/2020,Texas,48,11372,228
8/04/2020,Texas,48,9897,195
7/04/2020,Texas,48,8968,177
6/04/2020,Texas,48,8104,159
5/04/2020,Texas,48,7091,136
4/04/2020,Texas,48,6566,124
3/04/2020,Texas,48,5669,97
2/04/2020,Texas,48,4880,79
1/04/2020,Texas,48,4255,63
31/03/2020,Texas,48,3570,57
30/03/2020,Texas,48,3036,46
29/03/2020,Texas,48,2709,35
28/03/2020,Texas,48,2158,29
27/03/2020,Texas,48,1940,23
26/03/2020,Texas,48,1542,21
25/03/2020,Texas,48,1119,12
24/03/2020,Texas,48,857,11
23/03/2020,Texas,48,728,7
22/03/2020,Texas,48,632,7
21/03/2020,Texas,48,547,5
20/03/2020,Texas,48,377,5
19/03/2020,Texas,48,248,4
18/03/2020,Texas,48,166,2
17/03/2020,Texas,48,106,1
16/03/2020,Texas,48,87,1
15/03/2020,Texas,48,80,0
14/03/2020,Texas,48,69,0
13/03/2020,Texas,48,58,0
12/03/2020,Texas,48,41,0
11/03/2020,Texas,48,33,0
10/03/2020,Texas,48,31,0
9/03/2020,Texas,48,24,0
8/03/2020,Texas,48,23,0
7/03/2020,Texas,48,19,0
6/03/2020,Texas,48,19,0
5/03/2020,Texas,48,16,0
4/03/2020,Texas,48,12,0
3/03/2020,Texas,48,11,0
2/03/2020,Texas,48,11,0
1/03/2020,Texas,48,11,0
29/02/2020,Texas,48,11,0
28/02/2020,Texas,48,11,0
27/02/2020,Texas,48,10,0
26/02/2020,Texas,48,10,0
25/02/2020,Texas,48,10,0
24/02/2020,Texas,48,10,0
23/02/2020,Texas,48,4,0
22/02/2020,Texas,48,4,0
21/02/2020,Texas,48,4,0
20/02/2020,Texas,48,2,0
19/02/2020,Texas,48,2,0
18/02/2020,Texas,48,2,0
17/02/2020,Texas,48,2,0
16/02/2020,Texas,48,2,0
15/02/2020,Texas,48,2,0
14/02/2020,Texas,48,2,0
13/02/2020,Texas,48,2,0
12/02/2020,Texas,48,1,0
25/05/2020,Utah,49,8521,98
24/05/2020,Utah,49,8392,97
23/05/2020,Utah,49,8260,97
22/05/2020,Utah,49,8057,93
21/05/2020,Utah,49,7876,92
20/05/2020,Utah,49,7717,90
19/05/2020,Utah,49,7530,88
18/05/2020,Utah,49,7384,80
17/05/2020,Utah,49,7238,80
16/05/2020,Utah,49,7068,78
15/05/2020,Utah,49,6930,77
14/05/2020,Utah,49,6760,76
13/05/2020,Utah,49,6624,76
12/05/2020,Utah,49,6454,73
11/05/2020,Utah,49,6364,68
10/05/2020,Utah,49,6251,67
9/05/2020,Utah,49,6103,66
8/05/2020,Utah,49,5919,61
7/05/2020,Utah,49,5724,61
6/05/2020,Utah,49,5605,59
5/05/2020,Utah,49,5449,56
4/05/2020,Utah,49,5326,50
3/05/2020,Utah,49,5175,50
2/05/2020,Utah,49,4981,49
1/05/2020,Utah,49,4829,46
30/04/2020,Utah,49,4672,46
29/04/2020,Utah,49,4499,45
28/04/2020,Utah,49,4343,45
27/04/2020,Utah,49,4236,41
26/04/2020,Utah,49,4123,41
25/04/2020,Utah,49,3950,41
24/04/2020,Utah,49,3782,39
23/04/2020,Utah,49,3621,35
22/04/2020,Utah,49,3451,34
21/04/2020,Utah,49,3301,32
20/04/2020,Utah,49,3213,28
19/04/2020,Utah,49,3071,27
18/04/2020,Utah,49,2942,25
17/04/2020,Utah,49,2813,23
16/04/2020,Utah,49,2687,21
15/04/2020,Utah,49,2549,20
14/04/2020,Utah,49,2420,19
13/04/2020,Utah,49,2368,18
12/04/2020,Utah,49,2305,18
11/04/2020,Utah,49,2208,18
10/04/2020,Utah,49,2103,17
9/04/2020,Utah,49,1980,13
8/04/2020,Utah,49,1860,13
7/04/2020,Utah,49,1737,13
6/04/2020,Utah,49,1662,13
5/04/2020,Utah,49,1618,8
4/04/2020,Utah,49,1426,8
3/04/2020,Utah,49,1248,7
2/04/2020,Utah,49,1077,7
1/04/2020,Utah,49,1012,7
31/03/2020,Utah,49,887,5
30/03/2020,Utah,49,806,4
29/03/2020,Utah,49,719,2
28/03/2020,Utah,49,608,2
27/03/2020,Utah,49,480,2
26/03/2020,Utah,49,402,1
25/03/2020,Utah,49,346,1
24/03/2020,Utah,49,298,1
23/03/2020,Utah,49,257,1
22/03/2020,Utah,49,182,1
21/03/2020,Utah,49,138,0
20/03/2020,Utah,49,112,0
19/03/2020,Utah,49,80,0
18/03/2020,Utah,49,65,0
17/03/2020,Utah,49,51,0
16/03/2020,Utah,49,40,0
15/03/2020,Utah,49,29,0
14/03/2020,Utah,49,21,0
13/03/2020,Utah,49,7,0
12/03/2020,Utah,49,7,0
11/03/2020,Utah,49,5,0
10/03/2020,Utah,49,4,0
9/03/2020,Utah,49,3,0
8/03/2020,Utah,49,3,0
7/03/2020,Utah,49,3,0
6/03/2020,Utah,49,3,0
5/03/2020,Utah,49,1,0
4/03/2020,Utah,49,1,0
3/03/2020,Utah,49,1,0
2/03/2020,Utah,49,1,0
1/03/2020,Utah,49,1,0
29/02/2020,Utah,49,1,0
28/02/2020,Utah,49,1,0
27/02/2020,Utah,49,1,0
26/02/2020,Utah,49,1,0
25/02/2020,Utah,49,1,0
25/05/2020,Vermont,50,962,54
24/05/2020,Vermont,50,956,54
23/05/2020,Vermont,50,954,54
22/05/2020,Vermont,50,952,54
21/05/2020,Vermont,50,950,54
20/05/2020,Vermont,50,944,54
19/05/2020,Vermont,50,944,54
18/05/2020,Vermont,50,940,54
17/05/2020,Vermont,50,940,54
16/05/2020,Vermont,50,934,53
15/05/2020,Vermont,50,933,53
14/05/2020,Vermont,50,932,53
13/05/2020,Vermont,50,929,53
12/05/2020,Vermont,50,927,53
11/05/2020,Vermont,50,926,53
10/05/2020,Vermont,50,926,53
9/05/2020,Vermont,50,921,53
8/05/2020,Vermont,50,919,53
7/05/2020,Vermont,50,916,53
6/05/2020,Vermont,50,908,52
5/05/2020,Vermont,50,907,52
4/05/2020,Vermont,50,902,52
3/05/2020,Vermont,50,897,52
2/05/2020,Vermont,50,886,50
1/05/2020,Vermont,50,879,49
30/04/2020,Vermont,50,866,48
29/04/2020,Vermont,50,862,46
28/04/2020,Vermont,50,862,46
27/04/2020,Vermont,50,855,46
26/04/2020,Vermont,50,851,45
25/04/2020,Vermont,50,843,45
24/04/2020,Vermont,50,827,43
23/04/2020,Vermont,50,825,42
22/04/2020,Vermont,50,823,39
21/04/2020,Vermont,50,818,39
20/04/2020,Vermont,50,816,37
19/04/2020,Vermont,50,812,36
18/04/2020,Vermont,50,803,36
17/04/2020,Vermont,50,779,34
16/04/2020,Vermont,50,768,34
15/04/2020,Vermont,50,759,29
14/04/2020,Vermont,50,752,28
13/04/2020,Vermont,50,748,27
12/04/2020,Vermont,50,727,26
11/04/2020,Vermont,50,711,24
10/04/2020,Vermont,50,679,24
9/04/2020,Vermont,50,628,23
8/04/2020,Vermont,50,605,23
7/04/2020,Vermont,50,575,23
6/04/2020,Vermont,50,543,23
5/04/2020,Vermont,50,512,22
4/04/2020,Vermont,50,461,20
3/04/2020,Vermont,50,389,17
2/04/2020,Vermont,50,338,17
1/04/2020,Vermont,50,321,16
31/03/2020,Vermont,50,293,13
30/03/2020,Vermont,50,256,12
29/03/2020,Vermont,50,235,12
28/03/2020,Vermont,50,211,12
27/03/2020,Vermont,50,184,10
26/03/2020,Vermont,50,158,9
25/03/2020,Vermont,50,123,8
24/03/2020,Vermont,50,95,7
23/03/2020,Vermont,50,75,2
22/03/2020,Vermont,50,52,2
21/03/2020,Vermont,50,49,2
20/03/2020,Vermont,50,29,2
19/03/2020,Vermont,50,22,2
18/03/2020,Vermont,50,19,0
17/03/2020,Vermont,50,14,0
16/03/2020,Vermont,50,12,0
15/03/2020,Vermont,50,8,0
14/03/2020,Vermont,50,5,0
13/03/2020,Vermont,50,2,0
12/03/2020,Vermont,50,2,0
11/03/2020,Vermont,50,2,0
10/03/2020,Vermont,50,1,0
9/03/2020,Vermont,50,1,0
8/03/2020,Vermont,50,1,0
7/03/2020,Vermont,50,1,0
25/05/2020,Virginia,51,37727,1208
24/05/2020,Virginia,51,36244,1171
23/05/2020,Virginia,51,35749,1159
22/05/2020,Virginia,51,34950,1136
21/05/2020,Virginia,51,34137,1099
20/05/2020,Virginia,51,32908,1074
19/05/2020,Virginia,51,32145,1041
18/05/2020,Virginia,51,31140,1014
17/05/2020,Virginia,51,30388,1009
16/05/2020,Virginia,51,29683,1002
15/05/2020,Virginia,51,28672,977
14/05/2020,Virginia,51,27813,955
13/05/2020,Virginia,51,26746,927
12/05/2020,Virginia,51,25800,891
11/05/2020,Virginia,51,25070,850
10/05/2020,Virginia,51,24081,839
9/05/2020,Virginia,51,23196,827
8/05/2020,Virginia,51,22342,812
7/05/2020,Virginia,51,21570,769
6/05/2020,Virginia,51,20256,713
5/05/2020,Virginia,51,20256,713
4/05/2020,Virginia,51,19492,684
3/05/2020,Virginia,51,18671,660
2/05/2020,Virginia,51,17731,616
1/05/2020,Virginia,51,16901,581
30/04/2020,Virginia,51,15846,552
29/04/2020,Virginia,51,14961,522
28/04/2020,Virginia,51,14338,492
27/04/2020,Virginia,51,13534,458
26/04/2020,Virginia,51,12969,448
25/04/2020,Virginia,51,12365,436
24/04/2020,Virginia,51,11595,413
23/04/2020,Virginia,51,10999,375
22/04/2020,Virginia,51,10265,349
21/04/2020,Virginia,51,9629,325
20/04/2020,Virginia,51,8989,300
19/04/2020,Virginia,51,8536,277
18/04/2020,Virginia,51,8052,258
17/04/2020,Virginia,51,7490,238
16/04/2020,Virginia,51,6888,208
15/04/2020,Virginia,51,6499,195
14/04/2020,Virginia,51,6170,154
13/04/2020,Virginia,51,5746,149
12/04/2020,Virginia,51,5273,141
11/04/2020,Virginia,51,5076,130
10/04/2020,Virginia,51,4508,121
9/04/2020,Virginia,51,4041,109
8/04/2020,Virginia,51,3644,75
7/04/2020,Virginia,51,3332,69
6/04/2020,Virginia,51,2877,54
5/04/2020,Virginia,51,2636,52
4/04/2020,Virginia,51,2406,52
3/04/2020,Virginia,51,2011,46
2/04/2020,Virginia,51,1705,41
1/04/2020,Virginia,51,1511,34
31/03/2020,Virginia,51,1249,27
30/03/2020,Virginia,51,1020,26
29/03/2020,Virginia,51,889,22
28/03/2020,Virginia,51,739,17
27/03/2020,Virginia,51,605,14
26/03/2020,Virginia,51,603,14
25/03/2020,Virginia,51,390,9
24/03/2020,Virginia,51,290,7
23/03/2020,Virginia,51,254,6
22/03/2020,Virginia,51,219,6
21/03/2020,Virginia,51,152,3
20/03/2020,Virginia,51,115,2
19/03/2020,Virginia,51,94,2
18/03/2020,Virginia,51,78,2
17/03/2020,Virginia,51,67,2
16/03/2020,Virginia,51,51,1
15/03/2020,Virginia,51,45,1
14/03/2020,Virginia,51,42,1
13/03/2020,Virginia,51,30,0
12/03/2020,Virginia,51,17,0
11/03/2020,Virginia,51,10,0
10/03/2020,Virginia,51,8,0
9/03/2020,Virginia,51,5,0
8/03/2020,Virginia,51,2,0
7/03/2020,Virginia,51,1,0
25/05/2020,Washington,53,21005,1076
24/05/2020,Washington,53,20732,1069
23/05/2020,Washington,53,20487,1062
22/05/2020,Washington,53,20274,1061
21/05/2020,Washington,53,20033,1054
20/05/2020,Washington,53,19864,1045
19/05/2020,Washington,53,19746,1042
18/05/2020,Washington,53,19521,1020
17/05/2020,Washington,53,19281,1016
16/05/2020,Washington,53,19109,1015
15/05/2020,Washington,53,18913,1008
14/05/2020,Washington,53,18649,991
13/05/2020,Washington,53,18287,977
12/05/2020,Washington,53,18186,972
11/05/2020,Washington,53,17983,957
10/05/2020,Washington,53,17592,939
9/05/2020,Washington,53,17446,925
8/05/2020,Washington,53,17297,915
7/05/2020,Washington,53,17017,903
6/05/2020,Washington,53,16713,881
5/05/2020,Washington,53,16081,863
4/05/2020,Washington,53,15905,846
3/05/2020,Washington,53,15809,840
2/05/2020,Washington,53,15253,833
1/05/2020,Washington,53,15010,829
30/04/2020,Washington,53,14696,822
29/04/2020,Washington,53,14378,805
28/04/2020,Washington,53,14059,792
27/04/2020,Washington,53,13864,771
26/04/2020,Washington,53,13663,757
25/04/2020,Washington,53,13484,743
24/04/2020,Washington,53,13120,731
23/04/2020,Washington,53,12906,717
22/04/2020,Washington,53,12539,696
21/04/2020,Washington,53,12345,683
20/04/2020,Washington,53,12191,661
19/04/2020,Washington,53,11805,637
18/04/2020,Washington,53,11802,629
17/04/2020,Washington,53,11445,610
16/04/2020,Washington,53,11152,588
15/04/2020,Washington,53,10783,572
14/04/2020,Washington,53,10694,552
13/04/2020,Washington,53,10538,525
12/04/2020,Washington,53,10411,511
11/04/2020,Washington,53,10224,498
10/04/2020,Washington,53,9887,483
9/04/2020,Washington,53,9608,456
8/04/2020,Washington,53,9097,430
7/04/2020,Washington,53,8682,409
6/04/2020,Washington,53,8384,383
5/04/2020,Washington,53,7984,344
4/04/2020,Washington,53,7498,318
3/04/2020,Washington,53,6966,293
2/04/2020,Washington,53,6585,272
1/04/2020,Washington,53,5588,249
31/03/2020,Washington,53,5292,226
30/03/2020,Washington,53,5179,221
29/03/2020,Washington,53,4896,207
28/03/2020,Washington,53,4311,191
27/03/2020,Washington,53,3770,177
26/03/2020,Washington,53,3208,151
25/03/2020,Washington,53,2585,130
24/03/2020,Washington,53,2469,123
23/03/2020,Washington,53,2101,110
22/03/2020,Washington,53,1844,97
21/03/2020,Washington,53,1655,95
20/03/2020,Washington,53,1404,83
19/03/2020,Washington,53,1228,75
18/03/2020,Washington,53,1026,68
17/03/2020,Washington,53,908,54
16/03/2020,Washington,53,794,48
15/03/2020,Washington,53,675,42
14/03/2020,Washington,53,609,40
13/03/2020,Washington,53,511,37
12/03/2020,Washington,53,419,32
11/03/2020,Washington,53,338,29
10/03/2020,Washington,53,279,24
9/03/2020,Washington,53,179,22
8/03/2020,Washington,53,141,19
7/03/2020,Washington,53,110,16
6/03/2020,Washington,53,86,12
5/03/2020,Washington,53,75,11
4/03/2020,Washington,53,47,11
3/03/2020,Washington,53,32,10
2/03/2020,Washington,53,23,6
1/03/2020,Washington,53,17,3
29/02/2020,Washington,53,10,1
28/02/2020,Washington,53,7,0
27/02/2020,Washington,53,5,0
26/02/2020,Washington,53,5,0
25/02/2020,Washington,53,5,0
24/02/2020,Washington,53,5,0
23/02/2020,Washington,53,1,0
22/02/2020,Washington,53,1,0
21/02/2020,Washington,53,1,0
20/02/2020,Washington,53,1,0
19/02/2020,Washington,53,1,0
18/02/2020,Washington,53,1,0
17/02/2020,Washington,53,1,0
16/02/2020,Washington,53,1,0
15/02/2020,Washington,53,1,0
14/02/2020,Washington,53,1,0
13/02/2020,Washington,53,1,0
12/02/2020,Washington,53,1,0
11/02/2020,Washington,53,1,0
10/02/2020,Washington,53,1,0
9/02/2020,Washington,53,1,0
8/02/2020,Washington,53,1,0
7/02/2020,Washington,53,1,0
6/02/2020,Washington,53,1,0
5/02/2020,Washington,53,1,0
4/02/2020,Washington,53,1,0
3/02/2020,Washington,53,1,0
2/02/2020,Washington,53,1,0
1/02/2020,Washington,53,1,0
31/01/2020,Washington,53,1,0
30/01/2020,Washington,53,1,0
29/01/2020,Washington,53,1,0
28/01/2020,Washington,53,1,0
27/01/2020,Washington,53,1,0
26/01/2020,Washington,53,1,0
25/01/2020,Washington,53,1,0
24/01/2020,Washington,53,1,0
23/01/2020,Washington,53,1,0
22/01/2020,Washington,53,1,0
21/01/2020,Washington,53,1,0
25/05/2020,West Virginia,54,1782,73
24/05/2020,West Virginia,54,1771,72
23/05/2020,West Virginia,54,1729,72
22/05/2020,West Virginia,54,1705,72
21/05/2020,West Virginia,54,1603,71
20/05/2020,West Virginia,54,1567,69
19/05/2020,West Virginia,54,1514,68
18/05/2020,West Virginia,54,1502,68
17/05/2020,West Virginia,54,1492,67
16/05/2020,West Virginia,54,1470,65
15/05/2020,West Virginia,54,1447,64
14/05/2020,West Virginia,54,1434,62
13/05/2020,West Virginia,54,1404,59
12/05/2020,West Virginia,54,1378,58
11/05/2020,West Virginia,54,1369,57
10/05/2020,West Virginia,54,1362,54
9/05/2020,West Virginia,54,1347,53
8/05/2020,West Virginia,54,1323,52
7/05/2020,West Virginia,54,1297,51
6/05/2020,West Virginia,54,1276,51
5/05/2020,West Virginia,54,1242,50
4/05/2020,West Virginia,54,1224,50
3/05/2020,West Virginia,54,1195,50
2/05/2020,West Virginia,54,1184,50
1/05/2020,West Virginia,54,1151,47
30/04/2020,West Virginia,54,1125,44
29/04/2020,West Virginia,54,1109,40
28/04/2020,West Virginia,54,1095,38
27/04/2020,West Virginia,54,1077,37
26/04/2020,West Virginia,54,1053,34
25/04/2020,West Virginia,54,1025,33
24/04/2020,West Virginia,54,1010,32
23/04/2020,West Virginia,54,981,31
22/04/2020,West Virginia,54,939,29
21/04/2020,West Virginia,54,929,26
20/04/2020,West Virginia,54,908,26
19/04/2020,West Virginia,54,890,20
18/04/2020,West Virginia,54,825,18
17/04/2020,West Virginia,54,776,16
16/04/2020,West Virginia,54,739,13
15/04/2020,West Virginia,54,725,12
14/04/2020,West Virginia,54,697,10
13/04/2020,West Virginia,54,638,9
12/04/2020,West Virginia,54,615,8
11/04/2020,West Virginia,54,593,6
10/04/2020,West Virginia,54,537,5
9/04/2020,West Virginia,54,524,5
8/04/2020,West Virginia,54,483,4
7/04/2020,West Virginia,54,412,4
6/04/2020,West Virginia,54,345,4
5/04/2020,West Virginia,54,324,3
4/04/2020,West Virginia,54,282,2
3/04/2020,West Virginia,54,242,2
2/04/2020,West Virginia,54,217,2
1/04/2020,West Virginia,54,191,2
31/03/2020,West Virginia,54,162,1
30/03/2020,West Virginia,54,145,1
29/03/2020,West Virginia,54,124,1
28/03/2020,West Virginia,54,113,0
27/03/2020,West Virginia,54,96,0
26/03/2020,West Virginia,54,76,0
25/03/2020,West Virginia,54,51,0
24/03/2020,West Virginia,54,39,0
23/03/2020,West Virginia,54,16,0
22/03/2020,West Virginia,54,16,0
21/03/2020,West Virginia,54,12,0
20/03/2020,West Virginia,54,8,0
19/03/2020,West Virginia,54,5,0
18/03/2020,West Virginia,54,2,0
17/03/2020,West Virginia,54,1,0
25/05/2020,Wisconsin,55,15646,514
24/05/2020,Wisconsin,55,15362,510
23/05/2020,Wisconsin,55,14985,507
22/05/2020,Wisconsin,55,14557,496
21/05/2020,Wisconsin,55,13892,487
20/05/2020,Wisconsin,55,13574,481
19/05/2020,Wisconsin,55,13001,467
18/05/2020,Wisconsin,55,12722,459
17/05/2020,Wisconsin,55,12571,453
16/05/2020,Wisconsin,55,12368,453
15/05/2020,Wisconsin,55,11854,445
14/05/2020,Wisconsin,55,11280,434
13/05/2020,Wisconsin,55,10903,421
12/05/2020,Wisconsin,55,10617,418
11/05/2020,Wisconsin,55,10418,409
10/05/2020,Wisconsin,55,10219,400
9/05/2020,Wisconsin,55,9939,398
8/05/2020,Wisconsin,55,9590,384
7/05/2020,Wisconsin,55,9215,374
6/05/2020,Wisconsin,55,8901,362
5/05/2020,Wisconsin,55,8566,353
4/05/2020,Wisconsin,55,8236,340
3/05/2020,Wisconsin,55,7964,339
2/05/2020,Wisconsin,55,7660,334
1/05/2020,Wisconsin,55,7314,327
30/04/2020,Wisconsin,55,6854,316
29/04/2020,Wisconsin,55,6520,308
28/04/2020,Wisconsin,55,6289,300
27/04/2020,Wisconsin,55,6081,281
26/04/2020,Wisconsin,55,5911,274
25/04/2020,Wisconsin,55,5687,266
24/04/2020,Wisconsin,55,5356,262
23/04/2020,Wisconsin,55,5052,257
22/04/2020,Wisconsin,55,4845,247
21/04/2020,Wisconsin,55,4620,243
20/04/2020,Wisconsin,55,4499,231
19/04/2020,Wisconsin,55,4346,222
18/04/2020,Wisconsin,55,4199,212
17/04/2020,Wisconsin,55,4045,205
16/04/2020,Wisconsin,55,3875,197
15/04/2020,Wisconsin,55,3721,184
14/04/2020,Wisconsin,55,3555,172
13/04/2020,Wisconsin,55,3428,155
12/04/2020,Wisconsin,55,3341,145
11/04/2020,Wisconsin,55,3213,141
10/04/2020,Wisconsin,55,3068,131
9/04/2020,Wisconsin,55,2885,116
8/04/2020,Wisconsin,55,2756,107
7/04/2020,Wisconsin,55,2578,94
6/04/2020,Wisconsin,55,2440,83
5/04/2020,Wisconsin,55,2267,73
4/04/2020,Wisconsin,55,2112,60
3/04/2020,Wisconsin,55,1916,49
2/04/2020,Wisconsin,55,1730,37
1/04/2020,Wisconsin,55,1550,33
31/03/2020,Wisconsin,55,1351,25
30/03/2020,Wisconsin,55,1267,20
29/03/2020,Wisconsin,55,1120,17
28/03/2020,Wisconsin,55,1042,17
27/03/2020,Wisconsin,55,930,16
26/03/2020,Wisconsin,55,754,10
25/03/2020,Wisconsin,55,623,7
24/03/2020,Wisconsin,55,481,5
23/03/2020,Wisconsin,55,418,5
22/03/2020,Wisconsin,55,382,4
21/03/2020,Wisconsin,55,281,4
20/03/2020,Wisconsin,55,216,3
19/03/2020,Wisconsin,55,155,2
18/03/2020,Wisconsin,55,106,0
17/03/2020,Wisconsin,55,72,0
16/03/2020,Wisconsin,55,47,0
15/03/2020,Wisconsin,55,33,0
14/03/2020,Wisconsin,55,27,0
13/03/2020,Wisconsin,55,19,0
12/03/2020,Wisconsin,55,8,0
11/03/2020,Wisconsin,55,6,0
10/03/2020,Wisconsin,55,3,0
9/03/2020,Wisconsin,55,2,0
8/03/2020,Wisconsin,55,1,0
7/03/2020,Wisconsin,55,1,0
6/03/2020,Wisconsin,55,1,0
5/03/2020,Wisconsin,55,1,0
4/03/2020,Wisconsin,55,1,0
3/03/2020,Wisconsin,55,1,0
2/03/2020,Wisconsin,55,1,0
1/03/2020,Wisconsin,55,1,0
29/02/2020,Wisconsin,55,1,0
28/02/2020,Wisconsin,55,1,0
27/02/2020,Wisconsin,55,1,0
26/02/2020,Wisconsin,55,1,0
25/02/2020,Wisconsin,55,1,0
24/02/2020,Wisconsin,55,1,0
23/02/2020,Wisconsin,55,1,0
22/02/2020,Wisconsin,55,1,0
21/02/2020,Wisconsin,55,1,0
20/02/2020,Wisconsin,55,1,0
19/02/2020,Wisconsin,55,1,0
18/02/2020,Wisconsin,55,1,0
17/02/2020,Wisconsin,55,1,0
16/02/2020,Wisconsin,55,1,0
15/02/2020,Wisconsin,55,1,0
14/02/2020,Wisconsin,55,1,0
13/02/2020,Wisconsin,55,1,0
12/02/2020,Wisconsin,55,1,0
11/02/2020,Wisconsin,55,1,0
10/02/2020,Wisconsin,55,1,0
9/02/2020,Wisconsin,55,1,0
8/02/2020,Wisconsin,55,1,0
7/02/2020,Wisconsin,55,1,0
6/02/2020,Wisconsin,55,1,0
5/02/2020,Wisconsin,55,1,0
25/05/2020,Wyoming,56,843,12
24/05/2020,Wyoming,56,813,12
23/05/2020,Wyoming,56,813,12
22/05/2020,Wyoming,56,803,12
21/05/2020,Wyoming,56,801,12
20/05/2020,Wyoming,56,787,11
19/05/2020,Wyoming,56,776,10
18/05/2020,Wyoming,56,766,10
17/05/2020,Wyoming,56,754,8
16/05/2020,Wyoming,56,741,7
15/05/2020,Wyoming,56,716,7
14/05/2020,Wyoming,56,701,7
13/05/2020,Wyoming,56,688,7
12/05/2020,Wyoming,56,675,7
11/05/2020,Wyoming,56,669,7
10/05/2020,Wyoming,56,662,7
9/05/2020,Wyoming,56,653,7
8/05/2020,Wyoming,56,644,7
7/05/2020,Wyoming,56,635,7
6/05/2020,Wyoming,56,631,7
5/05/2020,Wyoming,56,604,7
4/05/2020,Wyoming,56,596,7
3/05/2020,Wyoming,56,586,7
2/05/2020,Wyoming,56,579,7
1/05/2020,Wyoming,56,566,7
30/04/2020,Wyoming,56,559,7
29/04/2020,Wyoming,56,544,7
28/04/2020,Wyoming,56,536,7
27/04/2020,Wyoming,56,520,7
26/04/2020,Wyoming,56,502,7
25/04/2020,Wyoming,56,473,7
24/04/2020,Wyoming,56,473,7
23/04/2020,Wyoming,56,453,7
22/04/2020,Wyoming,56,447,6
21/04/2020,Wyoming,56,441,6
20/04/2020,Wyoming,56,426,2
19/04/2020,Wyoming,56,422,2
18/04/2020,Wyoming,56,412,2
17/04/2020,Wyoming,56,401,2
16/04/2020,Wyoming,56,393,2
15/04/2020,Wyoming,56,392,2
14/04/2020,Wyoming,56,373,1
13/04/2020,Wyoming,56,373,1
12/04/2020,Wyoming,56,364,0
11/04/2020,Wyoming,56,343,0
10/04/2020,Wyoming,56,320,0
9/04/2020,Wyoming,56,303,0
8/04/2020,Wyoming,56,230,0
7/04/2020,Wyoming,56,221,0
6/04/2020,Wyoming,56,212,0
5/04/2020,Wyoming,56,200,0
4/04/2020,Wyoming,56,188,0
3/04/2020,Wyoming,56,166,0
2/04/2020,Wyoming,56,153,0
1/04/2020,Wyoming,56,137,0
31/03/2020,Wyoming,56,120,0
30/03/2020,Wyoming,56,95,0
29/03/2020,Wyoming,56,87,0
28/03/2020,Wyoming,56,84,0
27/03/2020,Wyoming,56,73,0
26/03/2020,Wyoming,56,56,0
25/03/2020,Wyoming,56,49,0
24/03/2020,Wyoming,56,37,0
23/03/2020,Wyoming,56,28,0
22/03/2020,Wyoming,56,26,0
21/03/2020,Wyoming,56,24,0
20/03/2020,Wyoming,56,22,0
19/03/2020,Wyoming,56,18,0
18/03/2020,Wyoming,56,17,0
17/03/2020,Wyoming,56,15,0
16/03/2020,Wyoming,56,10,0
