date,state,fips,cases,deaths
15/03/2020,Wyoming,56,3,0
14/03/2020,Wyoming,56,3,0
13/03/2020,Wyoming,56,2,0
12/03/2020,Wyoming,56,1,0
11/03/2020,Wyoming,56,1,0
25/05/2020,Guam,66,1135,6
24/05/2020,Guam,66,1135,6
23/05/2020,Guam,66,1134,6
22/05/2020,Guam,66,1134,6
21/05/2020,Guam,66,1134,6
20/05/2020,Guam,66,1134,6
19/05/2020,Guam,66,1123,6
18/05/2020,Guam,66,1123,6
17/05/2020,Guam,66,1123,6
16/05/2020,Guam,66,1123,6
15/05/2020,Guam,66,1123,6
14/05/2020,Guam,66,1121,6
13/05/2020,Guam,66,1121,6
12/05/2020,Guam,66,1121,6
11/05/2020,Guam,66,1120,6
10/05/2020,Guam,66,1120,6
9/05/2020,Guam,66,1120,6
8/05/2020,Guam,66,1120,6
7/05/2020,Guam,66,1118,6
6/05/2020,Guam,66,1118,6
5/05/2020,Guam,66,1118,6
4/05/2020,Guam,66,1118,6
3/05/2020,Guam,66,1118,6
2/05/2020,Guam,66,1117,6
1/05/2020,Guam,66,1115,6
30/04/2020,Guam,66,1115,6
29/04/2020,Guam,66,1114,6
28/04/2020,Guam,66,1114,6
27/04/2020,Guam,66,1113,6
26/04/2020,Guam,66,997,6
25/04/2020,Guam,66,997,6
24/04/2020,Guam,66,997,6
23/04/2020,Guam,66,979,6
22/04/2020,Guam,66,911,6
21/04/2020,Guam,66,852,6
20/04/2020,Guam,66,811,6
19/04/2020,Guam,66,808,6
18/04/2020,Guam,66,805,6
17/04/2020,Guam,66,796,6
16/04/2020,Guam,66,790,6
15/04/2020,Guam,66,750,6
14/04/2020,Guam,66,721,6
13/04/2020,Guam,66,719,6
12/04/2020,Guam,66,716,5
11/04/2020,Guam,66,681,5
10/04/2020,Guam,66,577,4
9/04/2020,Guam,66,542,4
8/04/2020,Guam,66,409,4
7/04/2020,Guam,66,274,4
6/04/2020,Guam,66,266,4
5/04/2020,Guam,66,265,4
4/04/2020,Guam,66,223,4
3/04/2020,Guam,66,154,4
2/04/2020,Guam,66,152,3
1/04/2020,Guam,66,147,3
31/03/2020,Guam,66,139,2
30/03/2020,Guam,66,60,1
29/03/2020,Guam,66,58,1
28/03/2020,Guam,66,57,1
27/03/2020,Guam,66,53,1
26/03/2020,Guam,66,49,1
25/03/2020,Guam,66,32,1
24/03/2020,Guam,66,32,1
23/03/2020,Guam,66,29,1
22/03/2020,Guam,66,27,1
21/03/2020,Guam,66,15,0
20/03/2020,Guam,66,14,0
19/03/2020,Guam,66,12,0
18/03/2020,Guam,66,8,0
17/03/2020,Guam,66,3,0
16/03/2020,Guam,66,3,0
15/03/2020,Guam,66,3,0
25/05/2020,Northern Mariana Islands,69,22,2
24/05/2020,Northern Mariana Islands,69,22,2
23/05/2020,Northern Mariana Islands,69,22,2
22/05/2020,Northern Mariana Islands,69,22,2
21/05/2020,Northern Mariana Islands,69,22,2
20/05/2020,Northern Mariana Islands,69,21,2
19/05/2020,Northern Mariana Islands,69,21,2
18/05/2020,Northern Mariana Islands,69,21,2
17/05/2020,Northern Mariana Islands,69,21,2
16/05/2020,Northern Mariana Islands,69,21,2
15/05/2020,Northern Mariana Islands,69,19,2
14/05/2020,Northern Mariana Islands,69,19,2
13/05/2020,Northern Mariana Islands,69,19,2
12/05/2020,Northern Mariana Islands,69,19,2
11/05/2020,Northern Mariana Islands,69,19,2
10/05/2020,Northern Mariana Islands,69,16,2
9/05/2020,Northern Mariana Islands,69,16,2
8/05/2020,Northern Mariana Islands,69,15,2
7/05/2020,Northern Mariana Islands,69,15,2
6/05/2020,Northern Mariana Islands,69,15,2
5/05/2020,Northern Mariana Islands,69,14,2
4/05/2020,Northern Mariana Islands,69,14,2
3/05/2020,Northern Mariana Islands,69,14,2
2/05/2020,Northern Mariana Islands,69,14,2
1/05/2020,Northern Mariana Islands,69,14,2
30/04/2020,Northern Mariana Islands,69,14,2
29/04/2020,Northern Mariana Islands,69,14,2
28/04/2020,Northern Mariana Islands,69,14,2
27/04/2020,Northern Mariana Islands,69,14,2
26/04/2020,Northern Mariana Islands,69,14,2
25/04/2020,Northern Mariana Islands,69,14,2
24/04/2020,Northern Mariana Islands,69,14,2
23/04/2020,Northern Mariana Islands,69,14,2
22/04/2020,Northern Mariana Islands,69,14,2
21/04/2020,Northern Mariana Islands,69,14,2
20/04/2020,Northern Mariana Islands,69,14,2
19/04/2020,Northern Mariana Islands,69,14,2
18/04/2020,Northern Mariana Islands,69,14,2
17/04/2020,Northern Mariana Islands,69,14,2
16/04/2020,Northern Mariana Islands,69,13,2
15/04/2020,Northern Mariana Islands,69,13,2
14/04/2020,Northern Mariana Islands,69,13,2
13/04/2020,Northern Mariana Islands,69,11,2
12/04/2020,Northern Mariana Islands,69,11,2
11/04/2020,Northern Mariana Islands,69,11,2
10/04/2020,Northern Mariana Islands,69,11,2
9/04/2020,Northern Mariana Islands,69,11,2
8/04/2020,Northern Mariana Islands,69,11,2
7/04/2020,Northern Mariana Islands,69,8,2
6/04/2020,Northern Mariana Islands,69,8,1
5/04/2020,Northern Mariana Islands,69,8,1
4/04/2020,Northern Mariana Islands,69,8,1
3/04/2020,Northern Mariana Islands,69,8,1
2/04/2020,Northern Mariana Islands,69,8,1
1/04/2020,Northern Mariana Islands,69,6,1
31/03/2020,Northern Mariana Islands,69,2,0
30/03/2020,Northern Mariana Islands,69,2,0
29/03/2020,Northern Mariana Islands,69,2,0
28/03/2020,Northern Mariana Islands,69,2,0
25/05/2020,Puerto Rico,72,3260,129
24/05/2020,Puerto Rico,72,3189,127
23/05/2020,Puerto Rico,72,3100,127
22/05/2020,Puerto Rico,72,3030,126
21/05/2020,Puerto Rico,72,2913,126
20/05/2020,Puerto Rico,72,2866,125
19/05/2020,Puerto Rico,72,2805,124
18/05/2020,Puerto Rico,72,2710,124
17/05/2020,Puerto Rico,72,2646,123
16/05/2020,Puerto Rico,72,2589,122
15/05/2020,Puerto Rico,72,2542,122
14/05/2020,Puerto Rico,72,2427,117
13/05/2020,Puerto Rico,72,2329,115
12/05/2020,Puerto Rico,72,2299,114
11/05/2020,Puerto Rico,72,2256,113
10/05/2020,Puerto Rico,72,2198,111
9/05/2020,Puerto Rico,72,2173,108
8/05/2020,Puerto Rico,72,2156,107
7/05/2020,Puerto Rico,72,2031,102
6/05/2020,Puerto Rico,72,1968,99
5/05/2020,Puerto Rico,72,1924,99
4/05/2020,Puerto Rico,72,1875,97
3/05/2020,Puerto Rico,72,1806,97
2/05/2020,Puerto Rico,72,1755,95
1/05/2020,Puerto Rico,72,1573,94
30/04/2020,Puerto Rico,72,1537,92
29/04/2020,Puerto Rico,72,1465,86
28/04/2020,Puerto Rico,72,1400,86
27/04/2020,Puerto Rico,72,1388,84
26/04/2020,Puerto Rico,72,1371,84
25/04/2020,Puerto Rico,72,1307,83
24/04/2020,Puerto Rico,72,1276,77
23/04/2020,Puerto Rico,72,1230,69
22/04/2020,Puerto Rico,72,915,66
21/04/2020,Puerto Rico,72,915,63
20/04/2020,Puerto Rico,72,1252,62
19/04/2020,Puerto Rico,72,1213,61
18/04/2020,Puerto Rico,72,1118,60
17/04/2020,Puerto Rico,72,1068,58
16/04/2020,Puerto Rico,72,1043,56
15/04/2020,Puerto Rico,72,974,51
14/04/2020,Puerto Rico,72,923,45
13/04/2020,Puerto Rico,72,903,45
12/04/2020,Puerto Rico,72,897,44
11/04/2020,Puerto Rico,72,788,42
10/04/2020,Puerto Rico,72,725,39
9/04/2020,Puerto Rico,72,683,33
8/04/2020,Puerto Rico,72,620,24
7/04/2020,Puerto Rico,72,573,23
6/04/2020,Puerto Rico,72,513,21
5/04/2020,Puerto Rico,72,475,20
4/04/2020,Puerto Rico,72,452,18
3/04/2020,Puerto Rico,72,378,15
2/04/2020,Puerto Rico,72,316,12
1/04/2020,Puerto Rico,72,286,11
31/03/2020,Puerto Rico,72,239,8
30/03/2020,Puerto Rico,72,174,6
29/03/2020,Puerto Rico,72,127,5
28/03/2020,Puerto Rico,72,100,3
27/03/2020,Puerto Rico,72,79,3
26/03/2020,Puerto Rico,72,64,2
25/03/2020,Puerto Rico,72,51,2
24/03/2020,Puerto Rico,72,39,2
23/03/2020,Puerto Rico,72,31,2
22/03/2020,Puerto Rico,72,23,1
21/03/2020,Puerto Rico,72,21,1
20/03/2020,Puerto Rico,72,14,0
19/03/2020,Puerto Rico,72,6,0
18/03/2020,Puerto Rico,72,5,0
17/03/2020,Puerto Rico,72,5,0
16/03/2020,Puerto Rico,72,5,0
15/03/2020,Puerto Rico,72,5,0
14/03/2020,Puerto Rico,72,4,0
13/03/2020,Puerto Rico,72,3,0
25/05/2020,Virgin Islands,78,69,6
24/05/2020,Virgin Islands,78,69,6
23/05/2020,Virgin Islands,78,69,6
22/05/2020,Virgin Islands,78,69,6
21/05/2020,Virgin Islands,78,69,6
20/05/2020,Virgin Islands,78,69,6
19/05/2020,Virgin Islands,78,69,6
18/05/2020,Virgin Islands,78,69,6
17/05/2020,Virgin Islands,78,69,6
16/05/2020,Virgin Islands,78,69,6
15/05/2020,Virgin Islands,78,69,6
14/05/2020,Virgin Islands,78,69,6
13/05/2020,Virgin Islands,78,69,6
12/05/2020,Virgin Islands,78,69,6
11/05/2020,Virgin Islands,78,69,5
10/05/2020,Virgin Islands,78,69,4
9/05/2020,Virgin Islands,78,69,4
8/05/2020,Virgin Islands,78,68,4
7/05/2020,Virgin Islands,78,66,4
6/05/2020,Virgin Islands,78,66,4
5/05/2020,Virgin Islands,78,66,4
4/05/2020,Virgin Islands,78,66,4
3/05/2020,Virgin Islands,78,66,4
2/05/2020,Virgin Islands,78,66,4
1/05/2020,Virgin Islands,78,66,4
30/04/2020,Virgin Islands,78,66,4
29/04/2020,Virgin Islands,78,66,4
28/04/2020,Virgin Islands,78,59,4
27/04/2020,Virgin Islands,78,59,4
26/04/2020,Virgin Islands,78,57,4
25/04/2020,Virgin Islands,78,55,3
24/04/2020,Virgin Islands,78,54,3
23/04/2020,Virgin Islands,78,54,3
22/04/2020,Virgin Islands,78,54,3
21/04/2020,Virgin Islands,78,54,3
20/04/2020,Virgin Islands,78,54,3
19/04/2020,Virgin Islands,78,53,3
18/04/2020,Virgin Islands,78,53,3
17/04/2020,Virgin Islands,78,51,2
16/04/2020,Virgin Islands,78,51,1
15/04/2020,Virgin Islands,78,51,1
14/04/2020,Virgin Islands,78,51,1
13/04/2020,Virgin Islands,78,51,1
12/04/2020,Virgin Islands,78,51,1
11/04/2020,Virgin Islands,78,51,1
10/04/2020,Virgin Islands,78,46,1
9/04/2020,Virgin Islands,78,46,1
8/04/2020,Virgin Islands,78,45,1
7/04/2020,Virgin Islands,78,45,1
6/04/2020,Virgin Islands,78,43,1
5/04/2020,Virgin Islands,78,42,0
4/04/2020,Virgin Islands,78,42,0
3/04/2020,Virgin Islands,78,38,0
2/04/2020,Virgin Islands,78,37,0
1/04/2020,Virgin Islands,78,30,0
31/03/2020,Virgin Islands,78,30,0
30/03/2020,Virgin Islands,78,30,0
29/03/2020,Virgin Islands,78,23,0
28/03/2020,Virgin Islands,78,19,0
27/03/2020,Virgin Islands,78,19,0
26/03/2020,Virgin Islands,78,17,0
25/03/2020,Virgin Islands,78,17,0
24/03/2020,Virgin Islands,78,17,0
23/03/2020,Virgin Islands,78,17,0
22/03/2020,Virgin Islands,78,17,0
21/03/2020,Virgin Islands,78,6,0
20/03/2020,Virgin Islands,78,6,0
19/03/2020,Virgin Islands,78,3,0
18/03/2020,Virgin Islands,78,3,0
17/03/2020,Virgin Islands,78,2,0
16/03/2020,Virgin Islands,78,2,0
15/03/2020,Virgin Islands,78,1,0
14/03/2020,Virgin Islands,78,1,0
